,NAME,ID,ALIGN,EYE,HAIR,SEX,GSM,ALIVE,APPEARANCES,1st_APPEARANCE,YEAR,DC_MV
3675,Oshtur (Earth-616),Secret Identity,Good Characters,Variable Eyes,Variable Hair,Female Characters,Straight,Living Characters,8.0,5,1964.0,1
3678,Ernst Mueller (Earth-616),No Dual Identity,Bad Characters,None,Blond Hair,Male Characters,Straight,Living Characters,8.0,1,1965.0,1
3679,Fritz von Sydow (Earth-616),No Dual Identity,Bad Characters,None,None,Male Characters,Straight,Living Characters,8.0,1,1965.0,1
3680,Gregson Gilbert (Earth-616),Public Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,Straight,Living Characters,8.0,2,1965.0,1
3681,Ludwig Schroeder (Earth-616),No Dual Identity,Bad Characters,None,None,Male Characters,Straight,Living Characters,8.0,1,1965.0,1
3682,Manfred Adler (Earth-616),No Dual Identity,Bad Characters,None,None,Male Characters,Straight,Living Characters,8.0,1,1965.0,1
3683,Otto Rabe (Earth-616),No Dual Identity,Bad Characters,None,None,Male Characters,Straight,Living Characters,8.0,1,1965.0,1
3685,Abraham Lincoln (Earth-616),Public Identity,Neutral Characters,None,Brown Hair,Male Characters,Straight,Deceased Characters,8.0,1,1966.0,1
3686,Bornag Royale (Earth-616),Public Identity,Bad Characters,None,White Hair,Male Characters,Straight,Living Characters,8.0,7,1966.0,1
3690,Caldwell Rozza (Earth-616),Secret Identity,Bad Characters,White Eyes,Bald,Male Characters,Straight,Deceased Characters,8.0,7,1967.0,1
3691,Magnir (Earth-616),Secret Identity,Bad Characters,None,None,Male Characters,Straight,Living Characters,8.0,8,1967.0,1
3694,Krimonn (Earth-616),Secret Identity,Bad Characters,Green Eyes,No Hair,Male Characters,Straight,Living Characters,8.0,10,1969.0,1
3696,Valeria (Latverian) (Earth-616),No Dual Identity,Neutral Characters,Blue Eyes,Black Hair,Female Characters,Straight,Deceased Characters,8.0,5,1969.0,1
3697,Igron (Earth-616),Public Identity,Bad Characters,None,Black Hair,Male Characters,Straight,Living Characters,8.0,6,1970.0,1
3699,Yeti (Inhuman) (Earth-616),Secret Identity,Neutral Characters,Red Eyes,White Hair,Male Characters,Straight,Living Characters,8.0,6,1970.0,1
3701,Richard Janus (Earth-616),Public Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,Straight,Living Characters,8.0,2,1971.0,1
3702,Stoneface (Earth-616),Secret Identity,Bad Characters,None,Black Hair,Male Characters,Straight,Living Characters,8.0,2,1971.0,1
3706,Jake Jensen (Earth-616),Public Identity,Good Characters,None,Black Hair,Male Characters,Straight,Deceased Characters,8.0,5,1972.0,1
3707,Bi-Beast (Earth-616),Public Identity,Bad Characters,Black Eyes,No Hair,Male Characters,Straight,Deceased Characters,8.0,11,1973.0,1
3708,Janice Carr (Earth-616),No Dual Identity,Good Characters,None,None,Female Characters,Straight,Living Characters,8.0,8,1973.0,1
3709,Kamuu (Ancient Atlantis) (Earth-616),No Dual Identity,Good Characters,None,Brown Hair,Male Characters,Straight,Deceased Characters,8.0,6,1973.0,1
3710,Lou Hackett (Earth-616),Secret Identity,Neutral Characters,None,Blond Hair,Male Characters,Straight,Deceased Characters,8.0,6,1973.0,1
3715,Victor von Doom (Counter-Earth) (Earth-616),Public Identity,Good Characters,None,None,Male Characters,Straight,Living Characters,8.0,2,1973.0,1
3717,Zartra (Ancient Atlantis) (Earth-616),No Dual Identity,Good Characters,None,None,Female Characters,Straight,Living Characters,8.0,6,1973.0,1
3720,Jean Claude Pennysworth (Earth-616),Public Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,Straight,Living Characters,8.0,9,1974.0,1
3722,Miles Olddann (Earth-616),No Dual Identity,Good Characters,None,Black Hair,Male Characters,Straight,Living Characters,8.0,12,1974.0,1
3723,Ninja (Earth-616),Secret Identity,Bad Characters,None,None,Male Characters,Straight,Living Characters,8.0,9,1974.0,1
3724,Ralph Caccone (Earth-616),Public Identity,Good Characters,None,None,Female Characters,Straight,Living Characters,8.0,11,1974.0,1
3727,Ronald English (Earth-616),Secret Identity,Bad Characters,Red Eyes,Bald,Male Characters,Straight,Deceased Characters,8.0,2,1976.0,1
3731,Aquarius (LMD) (Earth-616),Secret Identity,Bad Characters,None,Blond Hair,Male Characters,Straight,Living Characters,8.0,7,1977.0,1
3734,Laralei (Earth-616),Public Identity,Neutral Characters,Blue Eyes,Black Hair,Female Characters,Straight,Living Characters,8.0,8,1977.0,1
3735,Nigel Pigman (Earth-616),Public Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,Straight,Deceased Characters,8.0,7,1977.0,1
3736,Valerie Campbell (Earth-616),No Dual Identity,Good Characters,None,Brown Hair,Female Characters,Straight,Living Characters,8.0,1,1977.0,1
3737,Abd-el-Hazred (Earth-616),Secret Identity,Bad Characters,None,None,Male Characters,Straight,Living Characters,8.0,8,1978.0,1
3739,Gladstone Hawkins (Earth-616),Public Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,Straight,Living Characters,8.0,12,1978.0,1
3740,Peter Spaulding (Earth-616),Public Identity,Good Characters,None,Blond Hair,Male Characters,Straight,Deceased Characters,8.0,4,1978.0,1
3745,Lady Lotus (Earth-616),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Female Characters,Straight,Living Characters,8.0,2,1979.0,1
3748,Steven Coffin (Earth-616),Public Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,Straight,Living Characters,8.0,2,1979.0,1
3750,Bel-Dann (Earth-616),No Dual Identity,Bad Characters,White Eyes,Black Hair,Male Characters,Straight,Living Characters,8.0,9,1980.0,1
3751,Dolly Donahue (Earth-616),Public Identity,Good Characters,Blue Eyes,White Hair,Female Characters,Straight,Living Characters,8.0,11,1980.0,1
3752,Jill Stevens (Earth-616),Public Identity,Good Characters,Brown Eyes,Brown Hair,Female Characters,Straight,Living Characters,8.0,2,1980.0,1
3753,Karas (Earth-616),Public Identity,Good Characters,None,Red Hair,Male Characters,Straight,Living Characters,8.0,2,1980.0,1
3755,Rupert Dockery (Earth-616),Public Identity,Bad Characters,None,None,Male Characters,Straight,Living Characters,8.0,5,1980.0,1
3758,Ernest Carrothers (Earth-616),Public Identity,Good Characters,None,None,Male Characters,Straight,Living Characters,8.0,10,1981.0,1
3760,Jonathan Darque (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Brown Hair,Male Characters,Straight,Living Characters,8.0,10,1981.0,1
3761,Manfred Haller (Earth-616),Secret Identity,Bad Characters,Brown Eyes,Blond Hair,Male Characters,Straight,Living Characters,8.0,6,1981.0,1
3763,Franz Mittelstaedt (Earth-616),Secret Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,Straight,Deceased Characters,8.0,6,1982.0,1
3765,Martha Lund (Earth-616),Public Identity,Good Characters,Green Eyes,Grey Hair,Female Characters,Straight,Living Characters,8.0,12,1982.0,1
3766,Sophie Lund (Earth-616),Public Identity,Good Characters,Blue Eyes,Grey Hair,Female Characters,Straight,Living Characters,8.0,12,1982.0,1
3767,Wal Rus (Earth-616),Public Identity,Good Characters,Black Eyes,Brown Hair,Male Characters,Straight,Living Characters,8.0,5,1982.0,1
3768,Annie Wheeler (Earth-616),Public Identity,Good Characters,None,White Hair,Female Characters,Straight,Living Characters,8.0,5,1983.0,1
3769,Ed Wheeler (Earth-616),Public Identity,Good Characters,None,Black Hair,Male Characters,Straight,Living Characters,8.0,5,1983.0,1
3771,Dragonrider (Earth-616),Public Identity,Bad Characters,None,Bald,Female Characters,Straight,Living Characters,8.0,9,1984.0,1
3772,Ernest St. Ives (Earth-616),Public Identity,Bad Characters,Grey Eyes,Black Hair,Male Characters,Straight,Deceased Characters,8.0,2,1984.0,1
3773,Hoodwink (Earth-616),Secret Identity,Bad Characters,None,None,Female Characters,Straight,Living Characters,8.0,6,1984.0,1
3775,Maria Rambeau (Earth-616),Public Identity,Good Characters,Brown Eyes,Grey Hair,Female Characters,Straight,Living Characters,8.0,8,1984.0,1
3777,Nidhogg (Earth-616),Public Identity,Bad Characters,None,None,Male Characters,Straight,Deceased Characters,8.0,1,1984.0,1
3779,Scion (Earth-616),Secret Identity,Good Characters,None,None,Male Characters,Straight,Living Characters,8.0,8,1985.0,1
3781,Valdemar Tykkio (Earth-616),Secret Identity,Bad Characters,None,None,Male Characters,Straight,Deceased Characters,8.0,12,1985.0,1
3782,Yorgon Tykkio (Earth-616),Secret Identity,Bad Characters,Brown Eyes,Red Hair,Male Characters,Straight,Deceased Characters,8.0,12,1985.0,1
3783,Derek Freeman (Earth-616),No Dual Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,Straight,Living Characters,8.0,1,1986.0,1
3785,Wendy Sherman (Earth-616),Secret Identity,Neutral Characters,Blue Eyes,White Hair,Female Characters,Straight,Living Characters,8.0,6,1986.0,1
3786,David Stack (Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,Straight,Living Characters,8.0,12,1987.0,1
3787,Jonathan Gallagher (Earth-616),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,Straight,Living Characters,8.0,2,1987.0,1
3789,Prometheus (Earth-616),Public Identity,Good Characters,None,Brown Hair,Male Characters,Straight,Living Characters,8.0,8,1987.0,1
3791,Ani-Mator (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Bald,Male Characters,Straight,Deceased Characters,8.0,1,1988.0,1
3792,Bob (Inferno Baby) (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Bald,Male Characters,Straight,Living Characters,8.0,12,1988.0,1
3793,Jacob Eichorn (Earth-616),Secret Identity,Bad Characters,Hazel Eyes,Brown Hair,Male Characters,Straight,Living Characters,8.0,11,1988.0,1
3795,Maw (Inferno Baby) (Earth-616),Secret Identity,Bad Characters,Brown Eyes,No Hair,Male Characters,Straight,Deceased Characters,8.0,12,1988.0,1
3796,Roche (Earth-616),Public Identity,Bad Characters,None,Grey Hair,Male Characters,Straight,Living Characters,8.0,9,1988.0,1
3798,Elmer Gore (Earth-616),Public Identity,Bad Characters,None,None,Male Characters,Straight,Living Characters,8.0,2,1989.0,1
3799,Jody Putt (Earth-616),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,Straight,Deceased Characters,8.0,8,1989.0,1
3802,Juliana Worthing (Earth-616),Secret Identity,Bad Characters,None,Red Hair,Female Characters,Straight,Living Characters,8.0,2,1990.0,1
3803,Jun Tenta (Earth-616),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,Straight,Deceased Characters,8.0,9,1990.0,1
3804,Marjorie Brink (Earth-616),Public Identity,Good Characters,None,Brown Hair,Female Characters,Straight,Living Characters,8.0,10,1990.0,1
3805,Tyler Meagher (Earth-616),Public Identity,Neutral Characters,Blue Eyes,Brown Hair,Female Characters,Straight,Living Characters,8.0,12,1990.0,1
3807,Werner von Strucker (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Male Characters,Straight,Deceased Characters,8.0,8,1990.0,1
3808,Anne Marie Cortez (Earth-616),No Dual Identity,Bad Characters,Black Eyes,Blue Hair,Female Characters,Straight,Deceased Characters,8.0,10,1991.0,1
3809,Aundray Phelps (Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,Homosexual Characters,Living Characters,8.0,12,1991.0,1
3811,Edna Staples (Earth-616),Public Identity,Good Characters,None,White Hair,Female Characters,Straight,Deceased Characters,8.0,1,1991.0,1
3812,Jennifer Nyles (Earth-616),Public Identity,Neutral Characters,None,Blond Hair,Female Characters,Straight,Living Characters,8.0,10,1991.0,1
3813,LaHoya Scripps (Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,Straight,Living Characters,8.0,12,1991.0,1
3814,Psynapse (Earth-616),Secret Identity,Bad Characters,None,Black Hair,Male Characters,Straight,Deceased Characters,8.0,4,1991.0,1
3815,Tung Rapongan (Earth-616),Secret Identity,Bad Characters,None,Strawberry Blond Hair,Male Characters,Straight,Living Characters,8.0,4,1991.0,1
3816,Wyndell Dickinson (Earth-616),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,Straight,Living Characters,8.0,10,1991.0,1
3817,Aaron Cashin (Earth-616),Secret Identity,Bad Characters,None,Brown Hair,Male Characters,Straight,Living Characters,8.0,6,1992.0,1
3818,Christopher Anderson (Earth-616),Secret Identity,Bad Characters,None,Bald,Male Characters,Straight,Living Characters,8.0,1,1992.0,1
3819,Crule (Earth-616),Secret Identity,Bad Characters,White Eyes,Orange Hair,Male Characters,Straight,Deceased Characters,8.0,7,1992.0,1
3820,Daryl Taylor (Earth-616),Public Identity,Good Characters,None,Black Hair,Male Characters,Straight,Deceased Characters,8.0,5,1992.0,1
3821,Gregory Belial (Earth-616),Secret Identity,Bad Characters,None,Black Hair,Male Characters,Straight,Deceased Characters,8.0,12,1992.0,1
3822,Heike Zemo (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Bald,Female Characters,Straight,Deceased Characters,8.0,2,1992.0,1
3824,Meat Market (Earth-616),Secret Identity,Bad Characters,Red Eyes,No Hair,Male Characters,Straight,Living Characters,8.0,8,1992.0,1
3825,Solar Wind (Earth-616),Secret Identity,Neutral Characters,None,Black Hair,Female Characters,Straight,Living Characters,8.0,4,1992.0,1
3826,Theodore Davros (Earth-616),Secret Identity,Bad Characters,None,None,Male Characters,Straight,Living Characters,8.0,5,1992.0,1
3828,Czorn Yson (Earth-616),Secret Identity,Good Characters,White Eyes,Bald,Male Characters,Straight,Living Characters,8.0,8,1993.0,1
3830,Fast (Sparrow) (Earth-616),Secret Identity,Bad Characters,None,Black Hair,Female Characters,Straight,Living Characters,8.0,5,1993.0,1
3831,Hans Middlestadt (Earth-616),Secret Identity,Good Characters,None,Blond Hair,Male Characters,Straight,Living Characters,8.0,3,1993.0,1
3832,Henrique Gallante (Earth-616),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,Straight,Living Characters,8.0,2,1993.0,1
3833,Jason (Pantheon) (Earth-616),Secret Identity,Neutral Characters,Blue Eyes,Brown Hair,Male Characters,Straight,Living Characters,8.0,9,1993.0,1
3835,Owen Llewelyn (Earth-616),Secret Identity,Good Characters,Brown Eyes,Bald,Male Characters,Straight,Living Characters,8.0,5,1993.0,1
3836,Philip Grant (Earth-616),Public Identity,Bad Characters,Blue Eyes,None,Male Characters,Straight,Living Characters,8.0,12,1993.0,1
3837,Radha Dastoor (Earth-616),Public Identity,Neutral Characters,Brown Eyes,Black Hair,Female Characters,Straight,Deceased Characters,8.0,11,1993.0,1
3838,William Clinton (Earth-616),Public Identity,Good Characters,Blue Eyes,Grey Hair,Male Characters,Straight,Living Characters,8.0,10,1993.0,1
3839,Amberson Osborn (Earth-616),No Dual Identity,Neutral Characters,Brown Eyes,Brown Hair,Male Characters,Straight,Living Characters,8.0,6,1994.0,1
3840,Black Brigade (Earth-616),Secret Identity,Bad Characters,Blue Eyes,None,Male Characters,Straight,Deceased Characters,8.0,10,1994.0,1
3841,Butterfly (Avatars) (Earth-616),Secret Identity,Bad Characters,None,Black Hair,Female Characters,Straight,Living Characters,8.0,12,1994.0,1
3843,Deadbolt (Earth-616),Secret Identity,Bad Characters,None,None,Male Characters,Straight,Deceased Characters,8.0,11,1994.0,1
3844,Dread (Earth-616),Secret Identity,Bad Characters,Green Eyes,White Hair,Male Characters,Straight,Deceased Characters,8.0,3,1994.0,1
3845,Gabrielle Greer (Earth-616),Public Identity,Good Characters,None,Black Hair,Female Characters,Straight,Living Characters,8.0,12,1994.0,1
3846,Hywell Griffin (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Male Characters,Straight,Living Characters,8.0,11,1994.0,1
3848,James Pierce (Earth-616),Secret Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,Straight,Living Characters,8.0,1,1994.0,1
3849,Lenz (Earth-616),Secret Identity,Bad Characters,Red Eyes,Green Hair,Male Characters,Straight,Living Characters,8.0,10,1994.0,1
3850,Marius Boudreaux (Earth-616),Public Identity,Bad Characters,Blue Eyes,Brown Hair,Male Characters,Straight,Deceased Characters,8.0,1,1994.0,1
3852,Rak (Earth-616),Secret Identity,Bad Characters,None,Green Hair,Male Characters,Straight,Living Characters,8.0,2,1994.0,1
3853,Tantalus (Deviant) (Earth-616),Secret Identity,Bad Characters,Red Eyes,None,Male Characters,Straight,Living Characters,8.0,2,1994.0,1
3854,Arkadine Arcadius (Earth-616),No Dual Identity,Bad Characters,Yellow Eyes,White Hair,Male Characters,Straight,Living Characters,8.0,3,1995.0,1
3855,Ator (Earth-616),No Dual Identity,Bad Characters,None,Brown Hair,Male Characters,Straight,Living Characters,8.0,3,1995.0,1
3857,Jason Tso (Earth-616),Public Identity,Bad Characters,None,Black Hair,Male Characters,Straight,Deceased Characters,8.0,11,1995.0,1
3858,Joseph Wade (Earth-616),Secret Identity,Bad Characters,None,Brown Hair,Male Characters,Straight,Living Characters,8.0,11,1995.0,1
3859,Michele Scicluna (Earth-616),Secret Identity,Good Characters,None,White Hair,Female Characters,Straight,Living Characters,8.0,2,1995.0,1
3860,Paula Harris (Earth-616),Public Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,Straight,Living Characters,8.0,2,1995.0,1
3861,Peter Parker (Jack) (Earth-616),Secret Identity,Neutral Characters,Hazel Eyes,Bald,Male Characters,Straight,Deceased Characters,8.0,3,1995.0,1
3863,River Verys (Earth-616),Public Identity,Bad Characters,White Eyes,Grey Hair,Male Characters,Straight,Deceased Characters,8.0,12,1995.0,1
3864,Sergio Torres (Earth-616),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,Straight,Living Characters,8.0,12,1995.0,1
3865,Spook (Earth-616),Secret Identity,Bad Characters,None,Bald,Male Characters,Straight,Living Characters,8.0,2,1995.0,1
3866,Agatha Harkness (Heroes Reborn) (Earth-616),No Dual Identity,Good Characters,None,None,Female Characters,Straight,Living Characters,8.0,11,1996.0,1
3869,Harper (Earth-616),Secret Identity,Bad Characters,None,White Hair,Male Characters,Straight,Living Characters,8.0,6,1996.0,1
3871,Josephine Pulaski (Earth-616),Public Identity,Bad Characters,Brown Eyes,Brown Hair,Female Characters,Straight,Living Characters,8.0,1,1996.0,1
3872,Kamal el Alaoui (Earth-616),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,Straight,Living Characters,8.0,11,1996.0,1
